Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Karyotype band	Gene name
19	49859882	49878351	q13.33	PNKP
19	49869033	49878459	q13.33	AKT1S1
19	49877425	49888749	q13.33	TBC1D17
19	49889654	49929539	q13.33	IL4I1
19	49906825	49929763	q13.33	NUP62
19	49928702	49933935	q13.33	ATF5
19	49948985	49961172	q13.33	SIGLEC11
19	49976467	50025946	q13.33	VRK3
19	50025714	50053414	q13.33	ZNF473
19	50152548	50163195	q13.33	IZUMO2
19	50188186	50310545	q13.33	MYH14
19	50311937	50333515	q13.33	KCNC3
19	50329653	50382982	q13.33	NR1H2
19	50358477	50365830	q13.33	NAPSA
19	50384204	50418018	q13.33	POLD1
19	50418938	50431313	q13.33	SPIB
19	50432903	50466321	q13.33	MYBPC2
19	50466785	50476753	q13.33	FAM71E1
19	50476400	50490870	q13.33	EMC10
19	50505998	50511353	q13.33	JOSD2
19	50511600	50514690	q13.33	ASPDH
19	50516892	50568045	q13.33	LRRC4B
19	50621307	50639827	q13.33	SYT3
19	50649445	50659310	q13.33	C19orf81
19	50661827	50719450	q13.33	SHANK1
19	50723329	50725718	q13.33	CLEC11A
19	50770464	50771732	q13.33	GPR32
19	50790415	50795224	q13.33	ACP4
19	50797704	50804929	q13.33	C19orf48
19	50819148	50823787	q13.33	KLK1
19	50825289	50837213	q13.33	KLK15
19	50854915	50860764	q13.33	KLK3
19	50861568	50880567	q13.33	KLK2
19	50906352	50910738	q13.41	KLK4
19	50943303	50953093	q13.41	KLK5
19	50958631	50969673	q13.41	KLK6
19	50976482	50984099	q13.41	KLK7
19	50996007	51002711	q13.41	KLK8
19	50996018	51009581	q13.41	AC011473.4
19	51003111	51009634	q13.41	KLK9
19	51012739	51020175	q13.41	KLK10
19	51022216	51028039	q13.41	KLK11
19	51029092	51035230	q13.41	KLK12
19	51056206	51065114	q13.41	KLK13
19	51077495	51084245	q13.41	KLK14
19	51097606	51108370	q13.41	CTU1
19	51124908	51136651	q13.41	SIGLEC9
19	51142299	51153526	q13.41	SIGLEC7
19	51225064	51243860	q13.41	CD33
19	51246348	51269330	q13.41	SIGLECL1
19	51311848	51330354	q13.41	IGLON5
19	51331536	51342124	q13.41	VSIG10L
19	51345169	51366418	q13.41	ETFB
19	51367098	51369003	q13.41	CLDND2
19	51371606	51372715	q13.41	NKG7
19	51379909	51387960	q13.41	LIM2
19	51388289	51390574	q13.41	C19orf84
19	51410021	51417803	q13.41	SIGLEC10
19	51450847	51458456	q13.41	SIGLEC8
19	51491357	51501789	q13.41	SIGLEC12
19	51519525	51531856	q13.41	SIGLEC6
19	51571298	51592508	q13.41	ZNF175
19	51611927	51645545	q13.41	SIGLEC5
19	51642553	51646801	q13.41	SIGLEC14
19	51693340	51712387	q13.41	SPACA6
19	51713112	51723994	q13.41	HAS1
19	51745172	51804110	q13.41	FPR1
19	51752026	51770526	q13.41	FPR2
19	51795163	51826189	q13.41	FPR3
19	51804816	51890950	q13.41	ZNF577
19	51889224	51905040	q13.41	ZNF649
19	51927147	51948759	q13.41	ZNF613
19	51964343	51986856	q13.41	ZNF350
19	51991332	52008230	q13.41	ZNF615
19	52012765	52030240	q13.41	ZNF614
19	52031379	52095738	q13.41	ZNF432
19	52064466	52095765	q13.41	ZNF841
19	52113091	52139922	q13.41	ZNF616
19	52153864	52171643	q13.41	ZNF836
19	52190039	52229533	q13.41	PPP2R1A
19	52269571	52296046	q13.41	ZNF766
19	52297177	52325922	q13.41	ZNF480
19	52336245	52367778	q13.41	ZNF610
19	52369917	52385795	q13.41	ZNF880
19	52397849	52418412	q13.41	ZNF528
19	52429187	52452315	q13.41	ZNF534
19	52453576	52512154	q13.41	ZNF578
19	52527652	52564464	q13.41	ZNF808
19	52555457	52587174	q13.41	ZNF701
19	52594060	52690496	q13.41	ZNF83
19	52702813	52735073	q13.41	ZNF611
19	52764195	52786791	q13.41	ZNF600
19	52797409	52857600	q13.41	ZNF28
19	52838008	52857649	q13.41	ZNF468
19	52863790	52897693	q13.41	ZNF320
19	52928475	52962823	q13.41	ZNF816-ZNF321P
19	52949379	52962911	q13.41	ZNF816
19	53013921	53016122	q13.41	ERVV-1
19	53044738	53051076	q13.41	ERVV-2
19	53066606	53103436	q13.42	ZNF160
19	53107879	53133077	q13.42	ZNF415
19	53124072	53159075	q13.42	ZNF347
19	53159213	53193386	q13.42	ZNF665
19	53235381	53254898	q13.42	ZNF677
19	53258292	53261837	q13.42	VN1R2
19	53266676	53267723	q13.42	VN1R4
19	53289601	53291626	q13.42	BIRC8
19	53333749	53354869	q13.42	ZNF845
19	53389793	53430413	q13.42	ZNF765
19	53431993	53458261	q13.42	ZNF761
19	53467735	53496255	q13.42	ZNF813
19	53520981	53580269	q13.42	ZNF331
19	53632056	53637009	q13.42	DPRX
19	53793603	53824394	q13.42	NLRP12
19	53866223	53876437	q13.42	MYADM
19	53879190	53907652	q13.42	PRKCG
19	53909335	53943941	q13.42	CACNG7
19	53963040	53990215	q13.42	CACNG8
19	53992288	54012669	q13.42	CACNG6
19	54040825	54063953	q13.42	VSTM1
19	54069895	54081365	q13.42	TARM1
19	54094668	54102692	q13.42	OSCAR
19	54102728	54109257	q13.42	NDUFA3
19	54107013	54115675	q13.42	TFPT
19	54115410	54131719	q13.42	PRPF31
19	54137728	54155681	q13.42	CNOT3
19	54155161	54159882	q13.42	LENG1
19	54160108	54173250	q13.42	TMC4
19	54173412	54189882	q13.42	MBOAT7
19	54189938	54194536	q13.42	TSEN34
19	54200742	54249003	q13.42	RPS9
19	54216278	54223506	q13.42	LILRB3
19	54236592	54242791	q13.42	LILRA6
19	54249431	54257301	q13.42	LILRB5
19	54273821	54281184	q13.42	LILRB2
19	54307070	54313139	q13.42	LILRA5
19	54333185	54339150	q13.42	LILRA4
19	54351384	54370558	q13.42	LAIR1
19	54415219	54436900	q13.42	TTYH1
19	54448887	54462037	q13.42	LENG8
19	54461796	54463711	q13.42	LENG9
19	54465026	54473264	q13.42	CDC42EP5
19	54497879	54510687	q13.42	LAIR2
19	54572920	54590287	q13.42	LILRA2
19	54593582	54602090	q13.42	LILRA1
19	54617158	54637528	q13.42	LILRB1
19	54643889	54670359	q13.42	LILRB4
19	54724479	54736536	q13.42	KIR3DL3
19	54738515	54753052	q13.42	KIR2DL3
19	54769811	54784322	q13.42	KIR2DL1
19	54803535	54814517	q13.42	KIR2DL4
19	54816468	54830778	q13.42	KIR3DL1
19	54850443	54867207	q13.42	KIR3DL2
19	54874248	54890472	q13.42	FCAR
19	54906150	54916140	q13.42	NCR1
19	54923509	54966312	q13.42	NLRP7
19	54953130	55001142	q13.42	NLRP2
19	55013705	55038264	q13.42	GP6
19	55039108	55071291	q13.42	RDH13
19	55072020	55087923	q13.42	EPS8L1
19	55090913	55117559	q13.42	PPP1R12C
19	55132794	55149354	q13.42	TNNT1
19	55151767	55157773	q13.42	TNNI3
19	55158661	55166722	q13.42	DNAAF3
19	55171199	55180441	q13.42	SYT5
19	55181248	55209506	q13.42	PTPRH
19	55226639	55229264	q13.42	TMEM86B
19	55229780	55258995	q13.42	PPP6R1
19	55262231	55280381	q13.42	HSPBP1
19	55282072	55312533	q13.42	BRSK1
19	55312801	55334048	q13.42	TMEM150B
19	55339853	55348120	q13.42	KMT5C
19	55349306	55354814	q13.42	COX6B2
19	55364389	55370463	q13.42	IL11
19	55376836	55378244	q13.42	TMEM190
19	55379245	55384598	q13.42	TMEM238
19	55385345	55403250	q13.42	RPL28
19	55399745	55407777	q13.42	UBE2S
19	55428740	55442863	q13.42	SHISA7
19	55452985	55462343	q13.42	ISOC2
19	55476332	55484487	q13.42	ZNF628
19	55485004	55487568	q13.42	NAT14
19	55488404	55519098	q13.42	SSC5D
19	55529733	55537089	q13.42	SBK2
19	55540656	55545543	q13.42	SBK3
19	55576770	55580845	q13.42	ZNF579
19	55591371	55601970	q13.42	FIZ1
19	55600022	55603138	q13.42	ZNF524
19	55605405	55617269	q13.42	ZNF865
19	55620742	55624601	q13.42	ZNF784
19	55635016	55643469	q13.42	ZNF580
19	55635459	55645622	q13.42	ZNF581
19	55641062	55653161	q13.42	CCDC106
19	55654146	55674715	q13.42	U2AF2
19	55675226	55709858	q13.42	EPN1
19	55708432	55738402	q13.42	NLRP9
19	55759014	55763175	q13.42	RFPL4A
19	55769141	55773179	q13.42	RFPL4AL1
19	55785397	55836800	q13.43	NLRP11
19	55836578	55881854	q13.43	NLRP4
19	55891699	55932336	q13.43	NLRP13
19	55947832	55988629	q13.43	NLRP8
19	55999726	56061813	q13.43	NLRP5
19	56087366	56121280	q13.43	ZNF787
19	56132599	56160893	q13.43	ZNF444
19	56176020	56185775	q13.43	GALP
19	56189570	56197920	q13.43	ZSCAN5B
19	56219670	56368383	q13.43	ZSCAN5A
19	56375846	56393545	q13.43	ZNF582
19	56397966	56436035	q13.43	ZNF583
19	56439325	56478065	q13.43	ZNF667
19	56507843	56530221	q13.43	ZNF471
19	56538948	56556810	q13.43	ZFP28
19	56567511	56588911	q13.43	ZNF470
19	56595264	56626481	q13.43	ZNF71
19	56643145	56655766	q13.43	SMIM17
19	56661981	56671783	q13.43	ZNF835
19	56774552	56840729	q13.43	ZIM2
19	56810083	56840728	q13.43	PEG3
19	57119138	57131926	q13.43	USP29
19	57134096	57145202	q13.43	ZIM3
19	57154021	57167443	q13.43	DUXA
19	57191500	57222846	q13.43	ZNF264
19	57230802	57235548	q13.43	AURKC
19	57240685	57255135	q13.43	ZNF805
19	57280051	57293569	q13.43	ZNF460
19	57320509	57330776	q13.43	ZNF543
19	57351307	57359898	q13.43	ZNF304
19	57363477	57379565	q13.43	ZNF547
19	57389850	57402992	q13.43	ZNF548
19	57411163	57421939	q13.43	ZNF17
19	57435329	57445485	q13.43	ZNF749
19	57454790	57457142	q13.43	VN1R1
19	57466663	57477570	q13.43	ZNF772
19	57487711	57496097	q13.43	ZNF419
19	57499915	57518404	q13.43	ZNF773
19	57527325	57557542	q13.43	ZNF549
19	57535257	57559863	q13.43	ZNF550
19	57571566	57578927	q13.43	ZNF416
19	57578456	57593777	q13.43	ZIK1
19	57599885	57612722	q13.43	ZNF530
19	57614233	57624723	q13.43	ZNF134
19	57630395	57642779	q13.43	ZNF211
19	57668935	57679152	q13.43	ZSCAN4
19	57681969	57717301	q13.43	ZNF551
19	57697367	57709194	q13.43	ZNF154
19	57719751	57727624	q13.43	ZNF671
19	57746796	57758159	q13.43	ZNF776
19	57769655	57819939	q13.43	ZNF586
19	57803841	57814913	q13.43	ZNF552
19	57819741	57846238	q13.43	ZNF587B
19	57848731	57889074	q13.43	ZNF814
19	57849857	57865112	q13.43	ZNF587
19	57900296	57916610	q13.43	ZNF417
19	57921884	57935393	q13.43	ZNF418
19	57940833	57947675	q13.43	ZNF256
19	57958437	57974534	q13.43	C19orf18
19	57977053	58003349	q13.43	ZNF606
19	58034032	58054631	q13.43	ZSCAN1
19	58059239	58086310	q13.43	ZNF135
19	58083838	58118427	q13.43	ZSCAN18
19	58126252	58155110	q13.43	ZNF329
19	58183029	58213562	q13.43	ZNF274
19	58228594	58277495	q13.43	ZNF544
19	58278951	58302805	q13.43	ZNF8
19	58327019	58342332	q13.43	ZSCAN22
19	58345178	58353499	q13.43	A1BG
19	58354357	58362848	q13.43	ZNF497
19	58367618	58381060	q13.43	ZNF837
19	58386400	58394806	q13.43	RPS5
19	58396090	58397079	q13.43	RNF225
19	58401504	58418327	q13.43	ZNF584
19	58432814	58440222	q13.43	ZNF132
19	58451604	58457833	q13.43	ZNF324B
19	58467045	58475436	q13.43	ZNF324
19	58474017	58481230	q13.43	ZNF446
19	58479512	58512413	q13.43	SLC27A5
19	58513530	58538911	q13.43	ZBTB45
19	58544091	58550722	q13.43	TRIM28
19	58551566	58555124	q13.43	CHMP2A
19	58555712	58558960	q13.43	UBE2M
19	58561931	58573575	q13.43	MZF1
20	87250	97094	p13	DEFB125
20	142369	145751	p13	DEFB126
20	157470	159163	p13	DEFB127
20	187853	189681	p13	DEFB128
20	227258	229886	p13	DEFB129
20	257736	261096	p13	DEFB132
20	270863	290778	p13	C20orf96
20	296968	300321	p13	ZCCHC3
20	325595	330224	p13	SOX12
20	346782	359660	p13	NRSN2
20	362835	397559	p13	TRIB3
20	407498	430966	p13	RBCK1
20	435480	462553	p13	TBC1D20
20	473591	543821	p13	CSNK2A1
20	603797	610398	p13	TCF15
20	646615	653370	p13	SRXN1
20	661596	676179	p13	SCRT2
20	760080	776015	p13	SLC52A3
20	833715	857463	p13	FAM110A
20	869899	916317	p13	ANGPT4
20	958452	1002264	p13	RSPO4
20	1113263	1189415	p13	PSMF1
20	1180561	1185415	p13	TMEM74B
20	1203454	1208274	p13	C20orf202
20	1226056	1296421	p13	RAD21L1
20	1266316	1309328	p13	SNPH
20	1309909	1329239	p13	SDCBP2
20	1368978	1393172	p13	FKBP1A
20	1442162	1473842	p13	NSFL1C
20	1470741	1491587	p13	SIRPB2
20	1534251	1558843	p13	SIRPD
20	1563521	1620061	p13	SIRPB1
20	1629152	1657779	p13	SIRPG
20	1894167	1940592	p13	SIRPA
20	1978757	1994285	p13	PDYN
20	2101611	2177038	p13	STK35
20	2296001	2341078	p13	TGM3
20	2380908	2432753	p13	TGM6
20	2461634	2470853	p13	SNRPB
20	2481817	2524702	p13	ZNF343
20	2536607	2641784	p13	TMC2
20	2652145	2658393	p13	NOP56
20	2658395	2664219	p13	IDH3B
20	2692878	2760108	p13	EBF4
20	2794069	2800637	p13	CPXM1
20	2814987	2815833	p13	C20orf141
20	2816302	2820284	p13	TMEM239
20	2835314	2841190	p13	PCED1A
20	2840703	2866732	p13	VPS16
20	2864184	3039076	p13	PTPRA
20	3043622	3045747	p13	GNRH2
20	3045945	3048254	p13	MRPS26
20	3071620	3072517	p13	OXT
20	3082556	3084724	p13	AVP
20	3107573	3160196	p13	UBOX5
20	3146519	3159897	p13	FASTKD5
20	3162617	3173592	p13	LZTS3
20	3190350	3204685	p13	DDRGK1
20	3208868	3223870	p13	ITPA
20	3227417	3239190	p13	SLC4A11
20	3249305	3407625	p13	C20orf194
20	3471040	3651122	p13	ATRN
20	3659292	3663399	p13	GFRA4
20	3667965	3682246	p13	ADAM33
20	3686970	3707128	p13	SIGLEC1
20	3732667	3753111	p13	HSPA12B
20	3753508	3768387	p13	C20orf27
20	3777504	3781448	p13	SPEF1
20	3783851	3786690	p13	CENPB
20	3786772	3806121	p13	CDC25B
20	3820524	3828837	p13	AP5S1
20	3846799	3876123	p13	MAVS
20	3888839	3929882	p13	PANK2
20	3927309	4015582	p13	RNF24
20	4120980	4187747	p13	SMOX
20	4220631	4249074	p13	ADRA1D
20	4686236	4701590	p13	PRNP
20	4721910	4728460	p13	PRND
20	4780023	4823645	p13	RASSF2
20	4852356	5010293	p13	SLC23A2
20	5068232	5113103	p12.3	TMEM230
20	5114953	5126626	p12.3	PCNA
20	5126786	5197887	p12.3	CDS2
20	5302040	5314369	p12.3	PROKR2
20	5544404	5611026	p12.3	GPCPD1
20	5750393	5863912	p12.3	C20orf196
20	5911430	5925361	p12.3	CHGB
20	5937235	5950558	p12.3	TRMT6
20	5950652	5998977	p12.3	MCM8
20	6006090	6040053	p12.3	CRLS1
20	6040778	6054049	p12.3	LRRN4
20	6074845	6123544	p12.3	FERMT1
20	6767664	6780280	p12.3	BMP2
20	7882981	7940474	p12.3	HAO1
20	7977348	8019829	p12.3	TMX4
20	8077251	8968360	p12.3	PLCB1
20	9068763	9481242	p12.3	PLCB4
20	9514358	9530524	p12.2	LAMP5
20	9537389	9839041	p12.2	PAK5
20	9986126	10058303	p12.2	ANKEF1
20	10218830	10307418	p12.2	SNAP25
20	10401009	10434222	p12.2	MKKS
20	10435303	10636829	p12.2	SLX4IP
20	10637684	10674107	p12.2	JAG1
20	11890723	11926609	p12.2	BTBD3
20	13008979	13169103	p12.1	SPTLC3
20	13221771	13300651	p12.1	ISM1
20	13389392	13638940	p12.1	TASP1
20	13714322	13784886	p12.1	ESF1
20	13784950	13821582	p12.1	NDUFAF5
20	13849247	13996443	p12.1	SEL1L2
20	13995369	16053197	p12.1	MACROD2
20	14322988	14337616	p12.1	FLRT3
20	16272104	16573434	p12.1	KIF16B
20	16729961	16742563	p12.1	SNRPB2
20	16748358	16770062	p12.1	OTOR
20	17226107	17484578	p12.1	PCSK2
20	17493905	17569220	p12.1	BFSP1
20	17569863	17609919	p12.1	DSTN
20	17613678	17682295	p12.1	RRBP1
20	17693672	17735871	p12.1	BANF2
20	17941597	17968980	p11.23	SNX5
20	17956979	18059188	p11.23	OVOL2
20	17968913	17991122	p11.23	MGME1
20	18137873	18143169	p11.23	PET117
20	18138118	18188387	p11.23	KAT14
20	18288283	18316996	p11.23	ZNF133
20	18383367	18467281	p11.23	DZANK1
20	18467127	18484643	p11.23	POLR3F
20	18486540	18497243	p11.23	RBBP9
20	18507493	18561415	p11.23	SEC23B
20	18567453	18763917	p11.23	DTD1
20	18813726	18814392	p11.23	SCP2D1
20	19212646	19722937	p11.23	SLC24A3
20	19886521	20002457	p11.23	RIN2
20	20017116	20033655	p11.23	NAA20
20	20034368	20056046	p11.23	CRNKL1
20	20052514	20360702	p11.23	CFAP61
20	20368121	20370949	p11.23	INSM1
20	20389552	20712488	p11.23	RALGAPA2
20	21125983	21246622	p11.23	KIZ
20	21303304	21389827	p11.22	XRN2
20	21395367	21398028	p11.22	NKX2-4
20	21511010	21514026	p11.22	NKX2-2
20	21705659	21718486	p11.22	PAX1
20	22581005	22585455	p11.21	FOXA2
20	23035386	23036812	p11.21	SSTR4
20	23045633	23049741	p11.21	THBD
20	23079349	23086340	p11.21	CD93
20	23350736	23354777	p11.21	NXT1
20	23362182	23373063	p11.21	GZF1
20	23374519	23421519	p11.21	NAPB
20	23439685	23444930	p11.21	CSTL1
20	23450403	23452857	p11.21	CST11
20	23491101	23496018	p11.21	CST8
20	23564732	23568749	p11.21	CST9L
20	23602410	23605876	p11.21	CST9
20	23626706	23638473	p11.21	CST3
20	23685640	23689040	p11.21	CST4
20	23747553	23751268	p11.21	CST1
20	23823769	23826731	p11.21	CST2
20	23875935	23879750	p11.21	CST5
20	23985050	23988779	p11.21	GGTLC1
20	24469199	24666616	p11.21	SYNDIG1
20	24949230	24959928	p11.21	CST7
20	24962925	24992979	p11.21	APMAP
20	25006230	25058980	p11.21	ACSS1
20	25070885	25082365	p11.21	VSX1
20	25195693	25226729	p11.21	ENTPD6
20	25248069	25298014	p11.21	PYGB
20	25294743	25390983	p11.21	ABHD12
20	25407727	25452628	p11.21	GINS1
20	25452705	25585517	p11.21	NINL
20	25612935	25624175	p11.21	NANP
20	25674215	25696841	p11.21	ZNF337
20	31257664	31259632	q11.21	DEFB115
20	31303212	31308585	q11.21	DEFB116
20	31368618	31373923	q11.21	DEFB118
20	31377164	31390603	q11.21	DEFB119
20	31404845	31412838	q11.21	DEFB121
20	31440519	31450257	q11.21	DEFB123
20	31465506	31476757	q11.21	DEFB124
20	31475293	31484905	q11.21	REM1
20	31514428	31577923	q11.21	HM13
20	31605283	31606515	q11.21	ID1
20	31637888	31645006	q11.21	COX4I2
20	31664452	31723989	q11.21	BCL2L1
20	31739271	31801805	q11.21	TPX2
20	31819308	31834689	q11.21	MYLK2
20	31844301	31845619	q11.21	FOXS1
20	31847637	31870747	q11.21	DUSP15
20	31870702	31944963	q11.21	TTLL9
20	31944342	31952092	q11.21	PDRG1
20	31968002	32003387	q11.21	XKR7
20	32010450	32032180	q11.21	CCM2L
20	32052188	32101856	q11.21	HCK
20	32109506	32167258	q11.21	TM9SF4
20	32192503	32207791	q11.21	PLAGL2
20	32207880	32238667	q11.21	POFUT1
20	32277664	32335011	q11.21	KIF3B
20	32358344	32439319	q11.21	ASXL1
20	32443059	32585074	q11.21	NOL4L
20	32702691	32743997	q11.21	COMMD7
20	32762385	32809356	q11.21	DNMT3B
20	32819893	32850405	q11.21	MAPRE1
20	32983773	33004433	q11.21	SUN5
20	33007600	33023709	q11.21	BPIFB2
20	33031648	33044047	q11.21	BPIFB6
20	33055424	33073628	q11.21	BPIFB3
20	33079644	33111751	q11.21	BPIFB4
20	33161768	33181412	q11.21	BPIFA2
20	33217310	33227758	q11.21	BPIFA3
20	33235995	33243311	q11.21	BPIFA1
20	33273480	33309878	q11.21	BPIFB1
20	33358839	33401561	q11.21	CDK5RAP1
20	33407955	33443892	q11.21	SNTA1
20	33490075	33650036	q11.21	CBFA2T2
20	33657087	33674463	q11.22	NECAB3
20	33662284	33665619	q11.22	C20orf144
20	33666498	33668525	q11.22	ACTL10
20	33675683	33686404	q11.22	E2F1
20	33702754	33720319	q11.22	PXMP4
20	33731657	33792269	q11.22	ZNF341
20	33811304	33854366	q11.22	CHMP4B
20	33993646	34108308	q11.22	RALY
20	34088298	34112332	q11.22	EIF2S2
20	34194569	34269344	q11.22	ASIP
20	34280268	34311802	q11.22	AHCY
20	34363235	34511393	q11.22	ITCH
20	34516409	34540958	q11.22	DYNLRB1
20	34546854	34560345	q11.22	MAP1LC3A
20	34560542	34698790	q11.22	PIGU
20	34689097	34825649	q11.22	NCOA6
20	34704290	34713439	q11.22	TP53INP2
20	34844720	34872860	q11.22	GGT7
20	34872146	34927962	q11.22	ACSS2
20	34928430	34955817	q11.22	GSS
20	34975403	35002437	q11.22	MYH7B
20	35002404	35092871	q11.22	TRPC4AP
20	35115357	35147364	q11.22	EDEM2
20	35172073	35216240	q11.22	PROCR
20	35226654	35277000	q11.22	MMP24
20	35278907	35284985	q11.22	EIF6
20	35285731	35292401	q11.22	FAM83C
20	35302566	35412141	q11.22	UQCC1
20	35433347	35454746	q11.22	GDF5
20	35455164	35519280	q11.22	CEP250
20	35523186	35529652	q11.22	C20orf173
20	35542021	35557634	q11.22	ERGIC3
20	35615892	35621049	q11.22	SPAG4
20	35626031	35664956	q11.22	CPNE1
20	35648925	35664956	q11.22	RBM12
20	35668055	35699359	q11.22	NFS1
20	35699272	35700984	q11.22	ROMO1
20	35701347	35742312	q11.22	RBM39
20	35771974	35950381	q11.22	PHF20
20	35953617	35959472	q11.23	SCAND1
20	35954564	36030700	q11.23	CNBD2
20	36091504	36232799	q11.23	EPB41L1
20	36236459	36270918	q11.23	AAR2
20	36306336	36528637	q11.23	DLGAP4
20	36541484	36551447	q11.23	MYL9
20	36573488	36593950	q11.23	TGIF2
20	36574553	36612384	q11.23	TGIF2-C20orf24
20	36605734	36612557	q11.23	C20orf24
20	36612318	36646216	q11.23	SLA2
20	36651766	36746078	q11.23	NDRG3
20	36751791	36773818	q11.23	DSN1
20	36777442	36863686	q11.23	SOGA1
20	36876121	36894235	q11.23	TLDC2
20	36890229	36951843	q11.23	SAMHD1
20	36996349	37095995	q11.23	RBL1
20	37178410	37241623	q11.23	RPN2
20	37251082	37261835	q11.23	GHRH
20	37289638	37317260	q11.23	MANBAL
20	37344685	37406050	q11.23	SRC
20	37492472	37527931	q11.23	BLCAP
20	37521215	37523693	q11.23	NNAT
20	37693955	37872129	q11.23	CTNNBL1
20	37903104	37945350	q11.23	VSTM2L
20	37983007	38033468	q11.23	TTI1
20	38033546	38127780	q11.23	RPRD1B
20	38127387	38166578	q11.23	TGM2
20	38210488	38260772	q11.23	KIAA1755
20	38260149	38337505	q11.23	BPI
20	38346356	38377023	q11.23	LBP
20	38472816	38578861	q11.23	RALGAPB
20	38581195	38588463	q11.23	ADIG
20	38724462	38729372	q11.23	SLC32A1
20	38748442	38772520	q11.23	ACTR5
20	38805705	38923024	q11.23	PPP1R16B
20	38926312	38953106	q11.23	FAM83D
20	38962299	39039723	q11.23	DHX35
20	40685848	40689240	q12	MAFB
20	41028818	41124487	q12	TOP1
20	41136960	41196801	q12	PLCG1
20	41178448	41317672	q12	ZHX3
20	41340920	41360582	q12	LPIN3
20	41359966	41366827	q12	EMILIN3
20	41402101	41618494	q12	CHD6
20	42072752	43189970	q13.11	PTPRT
20	43457928	43464247	q13.11	SRSF6
20	43507680	43550950	q13.12	L3MBTL1
20	43558968	43588237	q13.12	SGK2
20	43590931	43647296	q13.12	IFT52
20	43667019	43716496	q13.12	MYBL2
20	43726164	43726998	q13.12	GTSF1L
20	43914864	44069616	q13.12	TOX2
20	44111695	44187578	q13.12	JPH2
20	44196496	44210791	q13.12	OSER1
20	44247099	44280917	q13.12	GDAP1L1
20	44302838	44311169	q13.12	FITM2
20	44336986	44351235	q13.12	R3HDML
20	44355700	44434596	q13.12	HNF4A
20	44475886	44494603	q13.12	TTPAL
20	44496221	44522109	q13.12	SERINC3
20	44531785	44624247	q13.12	PKIG
20	44619522	44652233	q13.12	ADA
20	44714844	44728509	q13.12	WISP2
20	44745780	44752313	q13.12	KCNK15
20	44751808	44810338	q13.12	RIMS4
20	44885676	44908532	q13.12	YWHAB
20	44910062	44959035	q13.12	PABPC1L
20	44942130	44960486	q13.12	TOMM34
20	44966474	45079959	q13.12	STK4
20	45092310	45101112	q13.12	KCNS1
20	45109452	45115172	q13.12	WFDC5
20	45123425	45124465	q13.12	WFDC12
20	45174876	45176544	q13.12	PI3
20	45206997	45209772	q13.12	SEMG1
20	45221300	45224458	q13.12	SEMG2
20	45252239	45254564	q13.12	SLPI
20	45293445	45308529	q13.12	MATN4
20	45306851	45317824	q13.12	RBPJL
20	45325288	45348424	q13.12	SDC4
20	45361937	45376798	q13.12	SYS1
20	45372563	45407889	q13.12	TP53TG5
20	45406057	45410610	q13.12	DBNDD2
20	45416067	45456934	q13.12	PIGT
20	45469706	45481532	q13.12	WFDC2
20	45512461	45515624	q13.12	SPINT3
20	45534196	45539495	q13.12	WFDC6
20	45536986	45547426	q13.12	EPPIN-WFDC6
20	45540626	45547752	q13.12	EPPIN
20	45551153	45579326	q13.12	WFDC8
20	45607939	45631268	q13.12	WFDC9
20	45629526	45631196	q13.12	WFDC10A
20	45648563	45670270	q13.12	WFDC11
20	45684653	45705019	q13.12	WFDC10B
20	45702016	45708817	q13.12	WFDC13
20	45722351	45725830	q13.12	SPINT4
20	45747944	45791932	q13.12	WFDC3
20	45791937	45811427	q13.12	DNTTIP1
20	45812576	45816957	q13.12	UBE2C
20	45823214	45833745	q13.12	TNNC2
20	45833810	45843275	q13.12	SNX21
20	45841721	45857406	q13.12	ACOT8
20	45857617	45879122	q13.12	ZSWIM3
20	45881227	45885266	q13.12	ZSWIM1
20	45886489	45887635	q13.12	SPATA25
20	45888625	45891287	q13.12	NEURL2
20	45890144	45898820	q13.12	CTSA
20	45898621	45912155	q13.12	PLTP
20	45934628	45948023	q13.12	PCIF1
20	45948653	45972172	q13.12	ZNF335
20	46008908	46016561	q13.12	MMP9
20	46021690	46060152	q13.12	SLC12A5
20	46060985	46089952	q13.12	NCOA5
20	46118272	46129863	q13.12	CD40
20	46173733	46308498	q13.12	CDH22
20	46345980	46364458	q13.12	SLC35C2
20	46366049	46432985	q13.12	ELMO2
20	46499630	46513559	q13.12	ZNF334
20	46540946	46550574	q13.12	OCSTAMP
20	46557823	46684467	q13.12	SLC13A3
20	46684365	46689779	q13.12	TP53RK
20	46709487	46736347	q13.12	SLC2A10
20	46894624	47188844	q13.12	EYA2
20	47209214	47356889	q13.12	ZMYND8
20	47501902	47656877	q13.12	NCOA3
20	47656348	47786616	q13.12	SULF2
20	48624252	48827883	q13.13	PREX1
20	48921890	49036693	q13.13	ARFGEF2
20	49046246	49096960	q13.13	CSE1L
20	49113339	49188367	q13.13	STAU1
20	49219295	49244077	q13.13	DDX27
20	49237946	49278426	q13.13	ZNFX1
20	49293394	49484297	q13.13	KCNB1
20	49503874	49568146	q13.13	PTGIS
20	49632945	49713878	q13.13	B4GALT5
20	49812713	49892242	q13.13	SLC9A8
20	49903391	49915508	q13.13	SPATA2
20	49936336	49953892	q13.13	RNF114
20	49982999	49988886	q13.13	SNAI1
